SpectraSuite Datei
++++++++++++++++++++++++++++++++++++
Datum: Tue Dec 10 14:58:23 CET 2019
Benutzer: Lichtquellen1
Dark-Spektrum vorhanden: Ja
Referenz-Spektrum vorhanden: Nein
Zahl der probierten Teilspektren: 1
Spektrometer: USB4F05832
Integrationszeit (usec): 100000 (USB4F05832)
Spektren Durchschnitt berechnet: 10 (USB4F05832)
Boxcar Glättung: 0 (USB4F05832)
Dunkelstromkorrektur: Nein (USB4F05832)
Puls/Lampe aktiviert: Nein (USB4F05832)
Correct for Detector Non-linearity: Nein (USB4F05832)
Streulichtkorrektur: Nein (USB4F05832)
Anzahl Pixel in verarbeitetem Spektrum: 3648
>>>>>Begin Processed Spectral Data<<<<<
177,54	14,54
177,75	14,54
177,97	14,54
178,19	0,41
178,41	22,73
178,63	46,28
178,85	6,96
179,07	24,17
179,29	24,99
179,51	12,49
179,73	51,61
179,95	2,25
180,17	9,63
180,39	7,99
180,61	25,80
180,83	37,27
181,05	30,31
181,27	33,59
181,49	42,60
181,71	20,89
181,92	24,78
182,14	53,04
182,36	23,76
182,58	23,96
182,80	-15,97
183,02	54,68
183,24	25,60
183,46	22,12
183,68	10,24
183,90	32,36
184,12	-4,92
184,34	16,59
184,56	40,75
184,78	29,70
185,00	25,60
185,21	-3,69
185,43	9,22
185,65	35,23
185,87	25,60
186,09	22,53
186,31	23,55
186,53	20,89
186,75	40,96
186,97	32,77
187,19	3,69
187,41	-10,85
187,63	48,13
187,84	21,50
188,06	38,91
188,28	14,13
188,50	42,80
188,72	35,84
188,94	18,43
189,16	39,53
189,38	33,59
189,60	20,68
189,82	20,89
190,03	27,44
190,25	30,72
190,47	32,36
190,69	11,47
190,91	47,51
191,13	65,94
191,35	42,39
191,57	26,83
191,79	15,56
192,01	23,96
192,22	35,63
192,44	27,24
192,66	15,56
192,88	46,08
193,10	34,20
193,32	36,86
193,54	2,66
193,76	17,41
193,98	1,23
194,19	22,12
194,41	23,76
194,63	3,28
194,85	13,52
195,07	8,19
195,29	18,84
195,51	53,86
195,73	40,14
195,94	28,06
196,16	12,90
196,38	0,00
196,60	22,94
196,82	35,23
197,04	16,18
197,26	30,31
197,48	22,32
197,69	34,20
197,91	27,65
198,13	19,66
198,35	35,43
198,57	0,82
198,79	32,56
199,01	13,31
199,22	44,65
199,44	33,59
199,66	15,77
199,88	9,22
200,10	26,62
200,32	54,68
200,54	-4,51
200,75	21,50
200,97	23,55
201,19	40,14
201,41	31,13
201,63	27,65
201,85	31,74
202,06	15,56
202,28	9,63
202,50	-18,84
202,72	23,35
202,94	5,53
203,16	-11,06
203,38	33,18
203,59	-4,30
203,81	35,23
204,03	20,27
204,25	23,35
204,47	56,73
204,69	43,42
204,90	20,89
205,12	7,58
205,34	27,44
205,56	29,70
205,78	2,05
206,00	36,86
206,21	30,72
206,43	22,94
206,65	5,32
206,87	26,42
207,09	13,52
207,30	46,49
207,52	15,97
207,74	34,82
207,96	44,44
208,18	15,56
208,40	13,52
208,61	47,31
208,83	57,75
209,05	43,42
209,27	43,62
209,49	55,30
209,70	30,51
209,92	22,94
210,14	23,96
210,36	27,65
210,58	38,50
210,79	27,85
211,01	40,14
211,23	49,56
211,45	5,73
211,67	-18,64
211,88	8,40
212,10	42,39
212,32	30,72
212,54	23,14
212,76	11,67
212,97	26,42
213,19	49,97
213,41	29,90
213,63	14,75
213,85	9,22
214,06	18,23
214,28	46,90
214,50	18,64
214,72	3,69
214,94	14,13
215,15	61,23
215,37	41,78
215,59	28,06
215,81	24,58
216,02	4,92
216,24	29,29
216,46	-4,51
216,68	40,96
216,90	39,12
217,11	17,41
217,33	33,59
217,55	14,34
217,77	34,20
217,98	9,42
218,20	36,66
218,42	31,74
218,64	33,79
218,85	27,65
219,07	23,35
219,29	50,38
219,51	42,60
219,73	18,84
219,94	-7,37
220,16	56,93
220,38	38,71
220,60	0,82
220,81	9,83
221,03	21,09
221,25	11,67
221,47	43,01
221,68	12,29
221,90	30,92
222,12	47,10
222,34	61,44
222,55	20,48
222,77	14,34
222,99	14,75
223,21	-7,17
223,42	17,00
223,64	13,11
223,86	33,79
224,08	58,98
224,29	40,96
224,51	0,20
224,73	43,62
224,94	36,45
225,16	31,33
225,38	18,02
225,60	14,13
225,81	21,71
226,03	-3,89
226,25	5,32
226,47	15,77
226,68	36,25
226,90	20,68
227,12	45,87
227,33	21,50
227,55	44,44
227,77	34,61
227,99	3,89
228,20	56,11
228,42	47,92
228,64	19,46
228,86	0,82
229,07	44,24
229,29	17,61
229,51	12,90
229,72	-16,18
229,94	19,66
230,16	34,82
230,38	5,12
230,59	33,38
230,81	1,64
231,03	29,90
231,24	-14,54
231,46	9,42
231,68	33,38
231,89	-4,30
232,11	33,18
232,33	1,02
232,55	32,15
232,76	35,63
232,98	34,00
233,20	25,39
233,41	1,23
233,63	31,33
233,85	40,55
234,06	8,19
234,28	45,06
234,50	24,99
234,71	16,59
234,93	38,30
235,15	24,99
235,37	5,73
235,58	-7,37
235,80	23,55
236,02	40,34
236,23	30,51
236,45	12,49
236,67	25,19
236,88	3,28
237,10	7,17
237,32	31,95
237,53	24,99
237,75	10,24
237,97	25,60
238,18	38,09
238,40	10,65
238,62	44,44
238,83	22,94
239,05	22,12
239,27	23,76
239,48	19,87
239,70	25,60
239,92	61,64
240,13	38,91
240,35	27,44
240,57	20,48
240,78	15,97
241,00	17,20
241,22	40,14
241,43	31,95
241,65	0,20
241,87	31,74
242,08	32,15
242,30	30,72
242,52	29,08
242,73	82,33
242,95	44,44
243,16	24,99
243,38	-4,51
243,60	55,09
243,81	54,48
244,03	34,82
244,25	39,53
244,46	22,53
244,68	36,45
244,90	15,97
245,11	-1,43
245,33	28,67
245,55	42,60
245,76	31,54
245,98	2,25
246,19	57,14
246,41	1,64
246,63	56,93
246,84	-17,20
247,06	21,09
247,28	41,37
247,49	27,44
247,71	52,22
247,92	21,50
248,14	35,23
248,36	64,92
248,57	43,83
248,79	16,38
249,01	43,62
249,22	31,54
249,44	3,48
249,65	43,83
249,87	35,43
250,09	17,41
250,30	28,06
250,52	20,27
250,73	42,80
250,95	41,57
251,17	23,35
251,38	12,08
