SpectraSuite Datei
++++++++++++++++++++++++++++++++++++
Datum: Tue Dec 10 16:01:31 CET 2019
Benutzer: Lichtquellen1
Dark-Spektrum vorhanden: Ja
Referenz-Spektrum vorhanden: Nein
Zahl der probierten Teilspektren: 1
Spektrometer: USB4F05832
Integrationszeit (usec): 40000 (USB4F05832)
Spektren Durchschnitt berechnet: 40 (USB4F05832)
Boxcar Glättung: 0 (USB4F05832)
Dunkelstromkorrektur: Nein (USB4F05832)
Puls/Lampe aktiviert: Nein (USB4F05832)
Correct for Detector Non-linearity: Nein (USB4F05832)
Streulichtkorrektur: Nein (USB4F05832)
Anzahl Pixel in verarbeitetem Spektrum: 3648
>>>>>Begin Processed Spectral Data<<<<<
177,54	0,56
177,75	0,56
177,97	0,56
178,19	7,42
178,41	-7,17
178,63	11,62
178,85	11,83
179,07	9,42
179,29	5,73
179,51	3,12
179,73	3,17
179,95	7,48
180,17	4,04
180,39	-5,32
180,61	9,68
180,83	-2,05
181,05	-9,32
181,27	-5,68
181,49	10,14
181,71	10,39
181,92	0,56
182,14	-3,02
182,36	19,05
182,58	2,36
182,80	4,56
183,02	13,47
183,24	6,76
183,46	-2,66
183,68	11,06
183,90	-4,25
184,12	5,79
184,34	-2,56
184,56	3,38
184,78	15,92
185,00	17,71
185,21	6,30
185,43	4,45
185,65	8,60
185,87	2,92
186,09	5,22
186,31	8,40
186,53	21,91
186,75	6,04
186,97	12,44
187,19	5,17
187,41	10,85
187,63	-2,05
187,84	-5,94
188,06	2,66
188,28	1,13
188,50	11,67
188,72	-5,48
188,94	24,78
189,16	7,53
189,38	1,28
189,60	9,63
189,82	21,61
190,03	-8,09
190,25	-2,05
190,47	-5,27
190,69	-1,02
190,91	-6,30
191,13	-3,02
191,35	13,93
191,57	23,30
191,79	8,40
192,01	12,03
192,22	2,51
192,44	-5,53
192,66	2,97
192,88	10,60
193,10	2,92
193,32	17,25
193,54	-1,59
193,76	13,36
193,98	2,20
194,19	3,38
194,41	11,11
194,63	3,23
194,85	16,23
195,07	2,71
195,29	10,85
195,51	3,02
195,73	15,26
195,94	-6,04
196,16	0,46
196,38	-0,67
196,60	4,71
196,82	18,12
197,04	8,04
197,26	14,80
197,48	-1,59
197,69	17,31
197,91	-5,53
198,13	2,87
198,35	6,45
198,57	2,92
198,79	17,00
199,01	0,31
199,22	1,69
199,44	-3,89
199,66	7,17
199,88	13,57
200,10	7,22
200,32	8,65
200,54	9,52
200,75	8,65
200,97	2,20
201,19	2,30
201,41	-1,79
201,63	14,80
201,85	11,06
202,06	-9,47
202,28	12,80
202,50	8,96
202,72	5,58
202,94	13,26
203,16	5,32
203,38	9,22
203,59	6,14
203,81	8,45
204,03	11,78
204,25	-5,32
204,47	11,62
204,69	2,15
204,90	16,18
205,12	3,99
205,34	-13,47
205,56	10,96
205,78	-9,52
206,00	-0,51
206,21	6,25
206,43	6,96
206,65	7,73
206,87	10,75
207,09	2,76
207,30	-9,37
207,52	2,36
207,74	4,76
207,96	-8,14
208,18	9,06
208,40	15,67
208,61	-2,05
208,83	-2,71
209,05	4,97
209,27	-5,58
209,49	3,38
209,70	18,43
209,92	-1,95
210,14	4,15
210,36	4,56
210,58	-5,53
210,79	10,85
211,01	14,59
211,23	14,44
211,45	-2,97
211,67	6,20
211,88	7,94
212,10	9,42
212,32	-12,60
212,54	8,96
212,76	19,10
212,97	-3,33
213,19	26,47
213,41	2,66
213,63	10,80
213,85	5,22
214,06	5,48
214,28	-4,66
214,50	10,24
214,72	14,23
214,94	1,28
