SpectraSuite Datei
++++++++++++++++++++++++++++++++++++
Datum: Tue Dec 10 15:01:35 CET 2019
Benutzer: Lichtquellen1
Dark-Spektrum vorhanden: Ja
Referenz-Spektrum vorhanden: Nein
Zahl der probierten Teilspektren: 1
Spektrometer: USB4F05832
Integrationszeit (usec): 100000 (USB4F05832)
Spektren Durchschnitt berechnet: 10 (USB4F05832)
Boxcar Glättung: 0 (USB4F05832)
Dunkelstromkorrektur: Nein (USB4F05832)
Puls/Lampe aktiviert: Nein (USB4F05832)
Correct for Detector Non-linearity: Nein (USB4F05832)
Streulichtkorrektur: Nein (USB4F05832)
Anzahl Pixel in verarbeitetem Spektrum: 3648
>>>>>Begin Processed Spectral Data<<<<<
177,54	13,93
177,75	13,93
177,97	13,93
178,19	0,00
178,41	19,46
178,63	20,27
178,85	-2,05
179,07	-0,20
179,29	27,65
179,51	-1,23
179,73	63,49
179,95	27,03
180,17	20,07
180,39	29,49
180,61	28,88
180,83	54,07
181,05	10,04
181,27	28,26
181,49	23,76
181,71	12,29
181,92	24,58
182,14	27,65
182,36	-11,26
182,58	40,96
182,80	1,84
183,02	56,52
183,24	26,01
183,46	-5,53
183,68	23,55
183,90	29,70
184,12	30,11
184,34	20,48
184,56	38,30
184,78	30,31
185,00	11,88
185,21	25,19
185,43	11,67
185,65	23,55
185,87	27,03
186,09	46,49
186,31	31,13
186,53	32,56
186,75	40,55
186,97	4,30
187,19	29,49
187,41	-9,83
187,63	32,15
187,84	11,06
188,06	52,63
188,28	10,85
188,50	34,20
188,72	48,54
188,94	8,60
189,16	44,85
189,38	17,20
189,60	31,74
189,82	32,15
190,03	1,23
190,25	34,20
190,47	22,73
190,69	-5,94
190,91	12,08
191,13	43,21
191,35	44,44
191,57	12,29
191,79	9,83
192,01	19,46
192,22	44,44
192,44	30,92
192,66	10,65
192,88	15,77
193,10	15,56
193,32	19,66
193,54	36,45
193,76	16,18
193,98	6,76
194,19	19,87
194,41	19,25
194,63	-3,48
194,85	20,89
195,07	51,61
195,29	27,03
195,51	26,42
195,73	40,96
195,94	28,67
196,16	24,99
196,38	13,93
196,60	8,40
196,82	22,53
197,04	6,96
197,26	26,21
197,48	-2,05
197,69	36,04
197,91	4,51
198,13	-1,43
198,35	18,64
198,57	29,08
198,79	31,95
199,01	29,90
199,22	15,15
199,44	33,59
199,66	16,59
199,88	7,78
200,10	21,30
200,32	45,87
200,54	14,54
200,75	13,93
200,97	30,11
201,19	23,96
201,41	11,26
201,63	25,39
201,85	38,09
202,06	27,44
202,28	12,49
202,50	9,63
202,72	9,83
202,94	13,72
203,16	21,50
203,38	38,91
203,59	12,70
203,81	17,41
204,03	32,77
204,25	20,27
204,47	36,25
204,69	30,31
204,90	22,12
205,12	5,32
205,34	19,46
205,56	23,55
205,78	11,67
206,00	31,74
206,21	57,34
206,43	22,94
206,65	24,58
206,87	43,83
207,09	41,37
207,30	19,25
207,52	17,61
207,74	18,23
207,96	22,32
208,18	32,15
208,40	38,91
208,61	48,95
208,83	53,66
209,05	45,67
209,27	21,30
209,49	55,70
209,70	37,68
209,92	53,25
210,14	47,92
210,36	49,15
210,58	59,39
210,79	36,86
211,01	25,80
211,23	13,93
211,45	7,17
211,67	5,32
211,88	16,38
212,10	36,25
212,32	25,19
212,54	16,79
212,76	43,62
212,97	61,03
213,19	27,24
213,41	25,19
213,63	40,75
213,85	-24,58
214,06	15,97
214,28	41,57
214,50	28,47
214,72	12,90
214,94	20,89
215,15	58,37
215,37	51,61
215,59	28,88
215,81	25,60
216,02	5,94
216,24	39,94
216,46	40,55
216,68	26,62
216,90	57,75
217,11	9,42
217,33	36,86
217,55	17,20
217,77	42,80
217,98	28,67
218,20	56,93
218,42	26,01
218,64	26,62
218,85	48,95
219,07	31,74
219,29	63,90
219,51	28,26
219,73	22,73
219,94	17,20
220,16	56,73
220,38	30,72
220,60	18,23
220,81	5,94
221,03	23,14
221,25	30,31
221,47	41,57
221,68	37,27
221,90	29,08
222,12	24,99
222,34	58,37
222,55	39,32
222,77	7,78
222,99	13,11
223,21	-3,69
223,42	17,41
223,64	-1,64
223,86	19,25
224,08	34,20
224,29	51,81
224,51	9,01
224,73	37,68
224,94	30,92
225,16	41,57
225,38	22,53
225,60	20,68
225,81	27,85
226,03	46,08
226,25	9,83
226,47	19,87
226,68	21,91
226,90	4,30
227,12	37,27
227,33	10,44
227,55	18,84
227,77	26,21
227,99	-2,46
228,20	37,07
228,42	20,89
228,64	55,30
228,86	10,44
229,07	37,07
229,29	27,03
229,51	15,36
229,72	-1,43
229,94	11,26
230,16	44,44
230,38	15,97
230,59	53,25
230,81	-27,24
231,03	37,07
231,24	14,75
231,46	31,54
231,68	-6,96
231,89	-18,02
232,11	22,73
232,33	35,02
232,55	32,77
232,76	39,73
232,98	8,81
233,20	-3,89
233,41	-1,23
