12,000	12,006	81,181	58,098
13,000	13,006	78,839	58,909
14,000	14,007	78,659	59,089
15,000	15,007	78,749	58,639
16,000	16,007	78,479	57,738
17,000	17,008	77,938	58,458
18,000	18,008	77,217	57,558
19,000	19,009	77,217	56,477
20,000	20,009	76,947	54,224
21,000	21,010	77,307	53,504
22,000	22,010	77,307	52,693
23,000	23,010	77,758	53,233
24,000	24,011	75,235	53,504
25,000	25,011	73,974	52,783
26,000	26,012	75,055	51,522
27,000	27,013	74,875	53,323
28,000	28,013	75,055	52,873
29,000	29,014	76,316	53,504
30,000	30,014	77,397	52,152
31,000	31,015	78,028	52,062
32,000	32,015	78,388	51,702
33,000	33,016	77,127	50,621
34,000	34,016	77,397	49,900
35,000	35,016	77,938	50,170
36,000	36,017	78,569	50,080
37,000	37,017	79,289	50,801
38,000	38,018	79,199	52,152
39,000	39,018	79,379	52,513
40,000	40,018	80,370	51,882
41,000	41,019	80,821	51,792
42,000	42,019	81,181	51,071
43,000	43,020	81,361	49,720
44,000	44,021	80,280	50,080
45,000	45,022	81,632	50,080
46,000	46,022	82,713	49,540
47,000	47,022	82,443	51,612
48,000	48,023	82,082	51,612
49,000	49,023	83,073	51,341
50,000	50,024	82,443	50,170
51,000	51,024	83,524	50,080
52,000	52,024	83,343	50,621
53,000	53,025	83,794	52,242
54,000	54,025	84,605	53,233
55,000	55,026	84,785	53,504
56,000	56,026	84,424	51,792
57,000	57,026	85,956	52,242
58,000	58,027	85,506	52,513
59,000	59,027	85,956	53,774
60,000	60,028	85,956	52,873
61,000	61,028	85,506	51,792
62,000	62,030	85,145	51,612
63,000	63,030	84,965	51,522
64,000	64,030	84,424	50,170
65,000	65,031	84,965	48,458
66,000	66,031	85,145	49,179
67,000	67,032	85,506	50,080
68,000	68,032	86,767	49,810
69,000	69,033	86,226	48,909
70,000	70,033	85,596	48,639
71,000	71,033	84,695	50,350
72,000	72,034	82,983	50,621
73,000	73,035	82,713	50,531
74,000	74,035	82,713	51,612
75,000	75,035	81,632	52,963
76,000	76,036	82,172	53,864
77,000	77,036	82,443	53,323
78,000	78,036	81,001	52,693
79,000	79,038	81,181	51,522
80,000	80,038	80,461	52,513
81,000	81,039	78,749	52,513
82,000	82,039	78,388	51,431
83,000	83,039	79,289	50,891
84,000	84,040	79,740	49,720
85,000	85,040	81,452	49,089
86,000	86,041	81,632	49,449
87,000	87,041	82,443	48,639
88,000	88,042	83,073	47,648
89,000	89,042	82,352	48,278
90,000	90,042	81,181	49,810
91,000	91,043	81,902	50,170
92,000	92,043	82,172	51,612
93,000	93,044	81,992	50,981
94,000	94,044	82,352	49,990
95,000	95,044	81,452	49,359
96,000	96,046	80,821	50,801
97,000	97,046	79,830	49,990
98,000	98,047	80,551	50,440
99,000	99,047	79,740	49,810
100,000	100,047	81,001	51,702
101,000	101,048	80,280	52,332
102,000	102,049	79,830	52,783
103,000	103,049	80,100	52,152
104,000	104,049	80,461	51,612
105,000	105,050	81,001	52,693
106,000	106,050	80,911	53,413
107,000	107,050	79,289	51,972
108,000	108,051	77,488	53,053
109,000	109,051	78,479	54,495
110,000	110,052	79,109	54,495
111,000	111,052	78,208	53,594
112,000	112,053	77,037	54,044
113,000	113,054	76,947	52,422
114,000	114,054	77,668	53,504
115,000	115,055	78,388	54,585
116,000	116,055	77,217	55,125
117,000	117,056	77,488	53,774
118,000	118,056	78,118	52,693
119,000	119,057	78,839	52,152
120,000	120,057	78,388	52,693
121,000	121,057	78,388	52,332
122,000	122,058	77,488	52,873
123,000	123,058	78,028	52,693
124,000	124,059	77,578	53,594
125,000	125,059	76,587	53,864
126,000	126,059	75,956	54,404
127,000	127,060	75,325	54,224
128,000	128,060	74,965	54,224
129,000	129,061	76,497	54,044
130,000	130,061	77,578	52,242
131,000	131,063	76,857	51,341
132,000	132,063	75,686	50,350
133,000	133,063	75,145	48,458
134,000	134,064	73,794	48,098
135,000	135,064	74,244	48,999
136,000	136,065	73,524	49,900
137,000	137,065	73,524	50,801
138,000	138,065	72,893	50,621
139,000	139,066	72,893	51,702
140,000	140,066	72,082	51,071
141,000	141,067	73,434	52,152
142,000	142,067	73,434	49,630
143,000	143,068	73,704	48,458
144,000	144,068	73,434	47,558
145,000	145,068	73,343	47,197
146,000	146,069	72,893	46,477
147,000	147,069	72,352	44,495
148,000	148,071	73,253	45,846
149,000	149,071	72,443	45,215
150,000	150,071	71,452	46,657
151,000	151,072	71,001	47,197
152,000	152,072	71,001	47,377
153,000	153,073	71,542	48,098
154,000	154,073	71,091	46,657
155,000	155,073	71,812	47,648
156,000	156,074	70,370	48,909
157,000	157,074	70,100	49,900
158,000	158,075	70,370	49,900
159,000	159,075	69,289	51,431
